Line,Attribute,Value
736, Running pace per mile,460680
736, Short or long,0
736, After 2004,0
737,Training date,1.0997E+12
737, Miles for training run,9
737, Training time,4213980
737, Shoe brand,0
737, Running pace per mile,468240
737, Short or long,0
737, After 2004,0
738,Training date,1.09978E+12
738, Miles for training run,5
738, Training time,2328000
738, Shoe brand,0
738, Running pace per mile,465600
738, Short or long,1
738, After 2004,0
739,Training date,1.09987E+12
739, Miles for training run,7
739, Training time,3295020
739, Shoe brand,0
739, Running pace per mile,470700
739, Short or long,0
739, After 2004,0
740,Training date,1.09995E+12
740, Miles for training run,4
740, Training time,1924020
740, Shoe brand,0
740, Running pace per mile,481020
740, Short or long,1
740, After 2004,0
741,Training date,1.10004E+12
741, Miles for training run,12
741, Training time,6004980
741, Shoe brand,0
741, Running pace per mile,500400
741, Short or long,0
741, After 2004,0
742,Training date,1.10021E+12
742, Miles for training run,5
742, Training time,2257980
742, Shoe brand,0
742, Running pace per mile,451620
742, Short or long,1
742, After 2004,0
743,Training date,1.1003E+12
743, Miles for training run,8
743, Training time,3805020
743, Shoe brand,0
743, Running pace per mile,475620
743, Short or long,0
743, After 2004,0
744,Training date,1.10056E+12
744, Miles for training run,2
744, Training time,958020
744, Shoe brand,0
744, Running pace per mile,478980
744, Short or long,1
744, After 2004,0
745,Training date,1.10065E+12
745, Miles for training run,26.2
745, Training time,12250020
745, Shoe brand,0
745, Running pace per mile,467580
745, Short or long,0
745, After 2004,0
746,Training date,1.10194E+12
746, Miles for training run,5
746, Training time,2560980
746, Shoe brand,0
746, Running pace per mile,512220
746, Short or long,1
746, After 2004,0
747,Training date,1.1022E+12
747, Miles for training run,5
747, Training time,2382000
747, Shoe brand,0
747, Running pace per mile,476400
747, Short or long,1
747, After 2004,0
748,Training date,1.10289E+12
748, Miles for training run,5
748, Training time,2395020
748, Shoe brand,0
748, Running pace per mile,478980
748, Short or long,1
748, After 2004,0
749,Training date,1.10358E+12
749, Miles for training run,6
749, Training time,2898000
749, Shoe brand,0
749, Running pace per mile,483000
749, Short or long,0
749, After 2004,0
750,Training date,1.10376E+12
750, Miles for training run,5
750, Training time,2511000
750, Shoe brand,0
750, Running pace per mile,502200
750, Short or long,1
750, After 2004,0
751,Training date,1.10393E+12
751, Miles for training run,5
751, Training time,2457000
751, Shoe brand,0
751, Running pace per mile,491400
751, Short or long,1
751, After 2004,0
752,Training date,1.10419E+12
752, Miles for training run,8
752, Training time,3952980
752, Shoe brand,0
752, Running pace per mile,494100
752, Short or long,0
752, After 2004,0
753,Training date,1.11006E+12
753, Miles for training run,4
753, Training time,2050020
753, Shoe brand,0
753, Running pace per mile,512520
753, Short or long,1
753, After 2004,1
754,Training date,1.11024E+12
754, Miles for training run,5
754, Training time,2494980
754, Shoe brand,0
754, Running pace per mile,499020
754, Short or long,1
754, After 2004,1
755,Training date,1.11058E+12
755, Miles for training run,5
755, Training time,2550000
755, Shoe brand,0
755, Running pace per mile,510000
755, Short or long,1
755, After 2004,1
756,Training date,1.11075E+12
756, Miles for training run,5
756, Training time,2473020
756, Shoe brand,1
756, Running pace per mile,494580
756, Short or long,1
756, After 2004,1
757,Training date,1.11265E+12
757, Miles for training run,5
757, Training time,2611020
757, Shoe brand,1
757, Running pace per mile,522180
757, Short or long,1
757, After 2004,1
758,Training date,1.11282E+12
758, Miles for training run,4
758, Training time,2059020
758, Shoe brand,1
758, Running pace per mile,514740
758, Short or long,1
758, After 2004,1
759,Training date,1.11308E+12
759, Miles for training run,5
759, Training time,2638980
759, Shoe brand,1
759, Running pace per mile,527820
759, Short or long,1
759, After 2004,1
760,Training date,1.11326E+12
760, Miles for training run,5
760, Training time,2580000
760, Shoe brand,1
760, Running pace per mile,516000
760, Short or long,1
760, After 2004,1
761,Training date,1.11378E+12
761, Miles for training run,5
761, Training time,2557980
761, Shoe brand,1
761, Running pace per mile,511620
761, Short or long,1
761, After 2004,1
762,Training date,1.11386E+12
762, Miles for training run,4
762, Training time,1993980
762, Shoe brand,1
762, Running pace per mile,498480
762, Short or long,1
762, After 2004,1
763,Training date,1.11412E+12
763, Miles for training run,5
763, Training time,2604000
763, Shoe brand,1
763, Running pace per mile,520800
763, Short or long,1
763, After 2004,1
764,Training date,1.11429E+12
764, Miles for training run,5
764, Training time,2580000
764, Shoe brand,1
764, Running pace per mile,516000
764, Short or long,1
764, After 2004,1
765,Training date,1.11438E+12
765, Miles for training run,6
765, Training time,3100020
765, Shoe brand,1
765, Running pace per mile,516660
765, Short or long,0
765, After 2004,1
766,Training date,1.11447E+12
766, Miles for training run,4
766, Training time,1986000
766, Shoe brand,3
766, Running pace per mile,496500
766, Short or long,1
766, After 2004,1
767,Training date,1.11464E+12
767, Miles for training run,5
767, Training time,2616000
767, Shoe brand,1
767, Running pace per mile,523200
767, Short or long,1
767, After 2004,1
768,Training date,1.11473E+12
768, Miles for training run,7.2
768, Training time,3604020
768, Shoe brand,1
768, Running pace per mile,500580
768, Short or long,0
768, After 2004,1
769,Training date,1.11481E+12
769, Miles for training run,4
769, Training time,2050020
769, Shoe brand,1
769, Running pace per mile,512520
769, Short or long,1
769, After 2004,1
770,Training date,1.1149E+12
770, Miles for training run,4
770, Training time,1957980
770, Shoe brand,3
770, Running pace per mile,489480
770, Short or long,1
770, After 2004,1
771,Training date,1.1149E+12
771, Miles for training run,5
771, Training time,2821980
771, Shoe brand,1
771, Running pace per mile,564420
771, Short or long,1
771, After 2004,1
772,Training date,1.11507E+12
772, Miles for training run,8
772, Training time,4294020
772, Shoe brand,1
772, Running pace per mile,536760
772, Short or long,0
772, After 2004,1
773,Training date,1.11516E+12
773, Miles for training run,4
773, Training time,1974000
773, Shoe brand,5
773, Running pace per mile,493500
773, Short or long,1
773, After 2004,1
774,Training date,1.11524E+12
774, Miles for training run,5
774, Training time,2542020
774, Shoe brand,1
774, Running pace per mile,508380
774, Short or long,1
774, After 2004,1
775,Training date,1.11533E+12
775, Miles for training run,5
775, Training time,2509980
775, Shoe brand,1
775, Running pace per mile,502020
775, Short or long,1
775, After 2004,1
776,Training date,1.1155E+12
776, Miles for training run,8
776, Training time,4248000
776, Shoe brand,2
776, Running pace per mile,531000
776, Short or long,0
776, After 2004,1
777,Training date,1.11568E+12
777, Miles for training run,5
777, Training time,2488020
777, Shoe brand,1
777, Running pace per mile,497580
777, Short or long,1
777, After 2004,1
778,Training date,1.11576E+12
778, Miles for training run,6
778, Training time,3157020
778, Shoe brand,1
778, Running pace per mile,526140
778, Short or long,0
778, After 2004,1
779,Training date,1.11594E+12
779, Miles for training run,5
779, Training time,2473020
779, Shoe brand,1
779, Running pace per mile,494580
779, Short or long,1
779, After 2004,1
780,Training date,1.11602E+12
780, Miles for training run,8
780, Training time,4204980
780, Shoe brand,1
780, Running pace per mile,525600
780, Short or long,0
780, After 2004,1
781,Training date,1.11619E+12
781, Miles for training run,5
781, Training time,2413020
781, Shoe brand,2
781, Running pace per mile,482580
781, Short or long,1
781, After 2004,1
782,Training date,1.11637E+12
782, Miles for training run,8
782, Training time,4147980
782, Shoe brand,2
782, Running pace per mile,518520
782, Short or long,0
782, After 2004,1
783,Training date,1.11645E+12
783, Miles for training run,6
783, Training time,3043020
783, Shoe brand,3
783, Running pace per mile,507180
783, Short or long,0
783, After 2004,1
784,Training date,1.11654E+12
784, Miles for training run,5
784, Training time,2464020
784, Shoe brand,2
784, Running pace per mile,492780
784, Short or long,1
784, After 2004,1
785,Training date,1.11663E+12
785, Miles for training run,5
785, Training time,2455020
785, Shoe brand,1
785, Running pace per mile,490980
785, Short or long,1
785, After 2004,1
786,Training date,1.11671E+12
786, Miles for training run,5
786, Training time,2761980
786, Shoe brand,2
786, Running pace per mile,552420
786, Short or long,1
786, After 2004,1
787,Training date,1.11697E+12
787, Miles for training run,6
787, Training time,3028020
787, Shoe brand,2
787, Running pace per mile,504660
787, Short or long,0
787, After 2004,1
788,Training date,1.11706E+12
788, Miles for training run,8
788, Training time,3976020
788, Shoe brand,2
788, Running pace per mile,496980
788, Short or long,0
788, After 2004,1
789,Training date,1.11714E+12
789, Miles for training run,5
789, Training time,2464980
789, Shoe brand,2
789, Running pace per mile,493020
789, Short or long,1
789, After 2004,1
790,Training date,1.11732E+12
790, Miles for training run,7
790, Training time,3555000
790, Shoe brand,2
790, Running pace per mile,507840
790, Short or long,0
790, After 2004,1
791,Training date,1.11758E+12
791, Miles for training run,8
791, Training time,3970020
791, Shoe brand,2
791, Running pace per mile,496260
791, Short or long,0
791, After 2004,1
792,Training date,1.11775E+12
792, Miles for training run,6
792, Training time,2824980
792, Shoe brand,3
792, Running pace per mile,470820
792, Short or long,0
792, After 2004,1
793,Training date,1.11784E+12
793, Miles for training run,8
793, Training time,4573020
793, Shoe brand,2
793, Running pace per mile,571620
793, Short or long,0
793, After 2004,1
794,Training date,1.11792E+12
794, Miles for training run,5
794, Training time,2377980
794, Shoe brand,2
794, Running pace per mile,475620
794, Short or long,1
794, After 2004,1
795,Training date,1.11801E+12
795, Miles for training run,6
795, Training time,3252000
795, Shoe brand,2
795, Running pace per mile,541980
795, Short or long,0
795, After 2004,1
796,Training date,1.11835E+12
796, Miles for training run,5
796, Training time,2391000
796, Shoe brand,3
796, Running pace per mile,478200
796, Short or long,1
796, After 2004,1
797,Training date,1.11844E+12
797, Miles for training run,5
797, Training time,2449980
797, Shoe brand,2
797, Running pace per mile,490020
797, Short or long,1
797, After 2004,1
798,Training date,1.11853E+12
798, Miles for training run,6
798, Training time,2908020
798, Shoe brand,2
798, Running pace per mile,484680
798, Short or long,0
798, After 2004,1
799,Training date,1.11861E+12
799, Miles for training run,6
799, Training time,3094980
799, Shoe brand,2
799, Running pace per mile,515820
799, Short or long,0
799, After 2004,1
800,Training date,1.1187E+12
800, Miles for training run,4
800, Training time,1971000
800, Shoe brand,1
800, Running pace per mile,492780
800, Short or long,1
800, After 2004,1
801,Training date,1.11879E+12
801, Miles for training run,8
801, Training time,4246020
801, Shoe brand,2
801, Running pace per mile,530760
801, Short or long,0
801, After 2004,1
802,Training date,1.11896E+12
802, Miles for training run,6
802, Training time,2983020
802, Shoe brand,2
802, Running pace per mile,497160
802, Short or long,0
802, After 2004,1
803,Training date,1.11905E+12
803, Miles for training run,6
803, Training time,3088020
803, Shoe brand,2
803, Running pace per mile,514680
803, Short or long,0
803, After 2004,1
804,Training date,1.11913E+12
804, Miles for training run,5
804, Training time,2533020
804, Shoe brand,2
804, Running pace per mile,506580
804, Short or long,1
804, After 2004,1
805,Training date,1.11922E+12
805, Miles for training run,4
805, Training time,1990020
805, Shoe brand,2
805, Running pace per mile,497520
805, Short or long,1
805, After 2004,1
806,Training date,1.11939E+12
806, Miles for training run,10
806, Training time,5317020
806, Shoe brand,2
806, Running pace per mile,531720
806, Short or long,0
806, After 2004,1
807,Training date,1.11956E+12
807, Miles for training run,5
807, Training time,2386020
807, Shoe brand,2
807, Running pace per mile,477180
807, Short or long,1
807, After 2004,1
